DateTime,value,flag
9/12/1994 12:00:00 AM,21,""
9/13/1994 12:00:00 AM,21,""
9/14/1994 12:00:00 AM,21,""
9/15/1994 12:00:00 AM,21,""
9/16/1994 12:00:00 AM,21,""
9/17/1994 12:00:00 AM,21,""
9/18/1994 12:00:00 AM,21,""
9/19/1994 12:00:00 AM,21,""
9/20/1994 12:00:00 AM,21,""
9/21/1994 12:00:00 AM,21,""
9/22/1994 12:00:00 AM,21,""
9/23/1994 12:00:00 AM,21,""
9/24/1994 12:00:00 AM,21,""
9/25/1994 12:00:00 AM,21,""
9/26/1994 12:00:00 AM,21,""
9/27/1994 12:00:00 AM,21,""
9/28/1994 12:00:00 AM,21,""
9/29/1994 12:00:00 AM,21,""
9/30/1994 12:00:00 AM,22,""
10/1/1994 12:00:00 AM,23,""
10/2/1994 12:00:00 AM,23,""
10/3/1994 12:00:00 AM,23,""
10/4/1994 12:00:00 AM,23,""
10/5/1994 12:00:00 AM,23,""
10/6/1994 12:00:00 AM,23,""
10/7/1994 12:00:00 AM,23,""
10/8/1994 12:00:00 AM,23,""
10/9/1994 12:00:00 AM,23,""
10/10/1994 12:00:00 AM,23,""
10/11/1994 12:00:00 AM,23,""
10/12/1994 12:00:00 AM,23,""
10/13/1994 12:00:00 AM,23,""
10/14/1994 12:00:00 AM,23,""
10/15/1994 12:00:00 AM,23,""
10/16/1994 12:00:00 AM,23,""
10/17/1994 12:00:00 AM,23,""
10/18/1994 12:00:00 AM,23,""
10/19/1994 12:00:00 AM,23,""
10/20/1994 12:00:00 AM,23,""
10/21/1994 12:00:00 AM,23,""
10/22/1994 12:00:00 AM,23,""
10/23/1994 12:00:00 AM,23,""
10/24/1994 12:00:00 AM,23,""
10/25/1994 12:00:00 AM,23,""
10/26/1994 12:00:00 AM,23,""
10/27/1994 12:00:00 AM,23,""
10/28/1994 12:00:00 AM,23,""
10/29/1994 12:00:00 AM,23,""
10/30/1994 12:00:00 AM,23,""
10/31/1994 12:00:00 AM,24,""
11/1/1994 12:00:00 AM,25,""
11/2/1994 12:00:00 AM,25,""
11/3/1994 12:00:00 AM,25,""
11/4/1994 12:00:00 AM,25,""
11/5/1994 12:00:00 AM,25,""
11/6/1994 12:00:00 AM,25,""
11/7/1994 12:00:00 AM,25,""
11/8/1994 12:00:00 AM,25,""
11/9/1994 12:00:00 AM,25,""
11/10/1994 12:00:00 AM,25,""
11/11/1994 12:00:00 AM,25,""
11/12/1994 12:00:00 AM,25,""
11/13/1994 12:00:00 AM,25,""
11/14/1994 12:00:00 AM,25,""
11/15/1994 12:00:00 AM,25,""
11/16/1994 12:00:00 AM,25,""
11/17/1994 12:00:00 AM,25,""
11/18/1994 12:00:00 AM,25,""
11/19/1994 12:00:00 AM,25,""
11/20/1994 12:00:00 AM,25,""
11/21/1994 12:00:00 AM,25,""
11/22/1994 12:00:00 AM,25,""
11/23/1994 12:00:00 AM,25,""
11/24/1994 12:00:00 AM,25,""
11/25/1994 12:00:00 AM,25,""
11/26/1994 12:00:00 AM,25,""
11/27/1994 12:00:00 AM,25,""
11/28/1994 12:00:00 AM,25,""
11/29/1994 12:00:00 AM,25,""
11/30/1994 12:00:00 AM,26,""
12/1/1994 12:00:00 AM,27,""
12/2/1994 12:00:00 AM,27,""
12/3/1994 12:00:00 AM,27,""
12/4/1994 12:00:00 AM,27,""
12/5/1994 12:00:00 AM,27,""
12/6/1994 12:00:00 AM,27,""
12/7/1994 12:00:00 AM,27,""
12/8/1994 12:00:00 AM,27,""
12/9/1994 12:00:00 AM,27,""
12/10/1994 12:00:00 AM,27,""
12/11/1994 12:00:00 AM,27,""
12/12/1994 12:00:00 AM,27,""
12/13/1994 12:00:00 AM,27,""
12/14/1994 12:00:00 AM,27,""
12/15/1994 12:00:00 AM,27,""
12/16/1994 12:00:00 AM,27,""
12/17/1994 12:00:00 AM,27,""
12/18/1994 12:00:00 AM,27,""
12/19/1994 12:00:00 AM,27,""
12/20/1994 12:00:00 AM,27,""
12/21/1994 12:00:00 AM,27,""
12/22/1994 12:00:00 AM,27,""
12/23/1994 12:00:00 AM,27,""
12/24/1994 12:00:00 AM,27,""
12/25/1994 12:00:00 AM,27,""
12/26/1994 12:00:00 AM,27,""
12/27/1994 12:00:00 AM,27,""
12/28/1994 12:00:00 AM,27,""
12/29/1994 12:00:00 AM,27,""
12/30/1994 12:00:00 AM,27,""
12/31/1994 12:00:00 AM,28,""
1/1/1995 12:00:00 AM,5,""
1/2/1995 12:00:00 AM,5,""
1/3/1995 12:00:00 AM,5,""
1/4/1995 12:00:00 AM,5,""
1/5/1995 12:00:00 AM,5,""
1/6/1995 12:00:00 AM,5,""
1/7/1995 12:00:00 AM,5,""
1/8/1995 12:00:00 AM,5,""
1/9/1995 12:00:00 AM,5,""
1/10/1995 12:00:00 AM,5,""
1/11/1995 12:00:00 AM,5,""
1/12/1995 12:00:00 AM,5,""
1/13/1995 12:00:00 AM,5,""
1/14/1995 12:00:00 AM,5,""
1/15/1995 12:00:00 AM,5,""
1/16/1995 12:00:00 AM,5,""
1/17/1995 12:00:00 AM,5,""
1/18/1995 12:00:00 AM,5,""
1/19/1995 12:00:00 AM,5,""
1/20/1995 12:00:00 AM,5,""
1/21/1995 12:00:00 AM,5,""
1/22/1995 12:00:00 AM,5,""
1/23/1995 12:00:00 AM,5,""
1/24/1995 12:00:00 AM,5,""
1/25/1995 12:00:00 AM,5,""
1/26/1995 12:00:00 AM,5,""
1/27/1995 12:00:00 AM,5,""
1/28/1995 12:00:00 AM,5,""
1/29/1995 12:00:00 AM,5,""
1/30/1995 12:00:00 AM,5,""
1/31/1995 12:00:00 AM,6,""
2/1/1995 12:00:00 AM,7,""
2/2/1995 12:00:00 AM,7,""
2/3/1995 12:00:00 AM,7,""
2/4/1995 12:00:00 AM,7,""
2/5/1995 12:00:00 AM,7,""
2/6/1995 12:00:00 AM,7,""
2/7/1995 12:00:00 AM,7,""
2/8/1995 12:00:00 AM,7,""
2/9/1995 12:00:00 AM,7,""
2/10/1995 12:00:00 AM,7,""
2/11/1995 12:00:00 AM,7,""
2/12/1995 12:00:00 AM,7,""
2/13/1995 12:00:00 AM,7,""
2/14/1995 12:00:00 AM,7,""
2/15/1995 12:00:00 AM,7,""
2/16/1995 12:00:00 AM,7,""
2/17/1995 12:00:00 AM,7,""
2/18/1995 12:00:00 AM,7,""
2/19/1995 12:00:00 AM,7,""
2/20/1995 12:00:00 AM,7,""
2/21/1995 12:00:00 AM,7,""
2/22/1995 12:00:00 AM,7,""
2/23/1995 12:00:00 AM,7,""
2/24/1995 12:00:00 AM,7,""
2/25/1995 12:00:00 AM,7,""
2/26/1995 12:00:00 AM,7,""
2/27/1995 12:00:00 AM,7,""
2/28/1995 12:00:00 AM,8,""
3/1/1995 12:00:00 AM,9,""
3/2/1995 12:00:00 AM,9,""
3/3/1995 12:00:00 AM,9,""
3/4/1995 12:00:00 AM,9,""
3/5/1995 12:00:00 AM,9,""
3/6/1995 12:00:00 AM,9,""
3/7/1995 12:00:00 AM,9,""
3/8/1995 12:00:00 AM,9,""
3/9/1995 12:00:00 AM,9,""
3/10/1995 12:00:00 AM,9,""
3/11/1995 12:00:00 AM,9,""
3/12/1995 12:00:00 AM,9,""
3/13/1995 12:00:00 AM,9,""
3/14/1995 12:00:00 AM,9,""
3/15/1995 12:00:00 AM,9,""
3/16/1995 12:00:00 AM,9,""
3/17/1995 12:00:00 AM,9,""
3/18/1995 12:00:00 AM,9,""
3/19/1995 12:00:00 AM,9,""
3/20/1995 12:00:00 AM,9,""
3/21/1995 12:00:00 AM,9,""
3/22/1995 12:00:00 AM,9,""
3/23/1995 12:00:00 AM,9,""
3/24/1995 12:00:00 AM,9,""
3/25/1995 12:00:00 AM,9,""
3/26/1995 12:00:00 AM,9,""
3/27/1995 12:00:00 AM,9,""
3/28/1995 12:00:00 AM,9,""
3/29/1995 12:00:00 AM,9,""
3/30/1995 12:00:00 AM,9,""
3/31/1995 12:00:00 AM,10,""
4/1/1995 12:00:00 AM,11,""
4/2/1995 12:00:00 AM,11,""
4/3/1995 12:00:00 AM,11,""
4/4/1995 12:00:00 AM,11,""
4/5/1995 12:00:00 AM,11,""
4/6/1995 12:00:00 AM,11,""
4/7/1995 12:00:00 AM,11,""
4/8/1995 12:00:00 AM,11,""
4/9/1995 12:00:00 AM,11,""
4/10/1995 12:00:00 AM,11,""
4/11/1995 12:00:00 AM,11,""
4/12/1995 12:00:00 AM,11,""
4/13/1995 12:00:00 AM,11,""
4/14/1995 12:00:00 AM,11,""
4/15/1995 12:00:00 AM,11,""
4/16/1995 12:00:00 AM,11,""
4/17/1995 12:00:00 AM,11,""
4/18/1995 12:00:00 AM,11,""
4/19/1995 12:00:00 AM,11,""
4/20/1995 12:00:00 AM,11,""
4/21/1995 12:00:00 AM,11,""
4/22/1995 12:00:00 AM,11,""
4/23/1995 12:00:00 AM,11,""
4/24/1995 12:00:00 AM,11,""
4/25/1995 12:00:00 AM,11,""
4/26/1995 12:00:00 AM,11,""
4/27/1995 12:00:00 AM,11,""
4/28/1995 12:00:00 AM,11,""
4/29/1995 12:00:00 AM,11,""
4/30/1995 12:00:00 AM,12,""
5/1/1995 12:00:00 AM,13,""
5/2/1995 12:00:00 AM,13,""
5/3/1995 12:00:00 AM,13,""
5/4/1995 12:00:00 AM,13,""
5/5/1995 12:00:00 AM,13,""
5/6/1995 12:00:00 AM,13,""
5/7/1995 12:00:00 AM,13,""
5/8/1995 12:00:00 AM,13,""
5/9/1995 12:00:00 AM,13,""
5/10/1995 12:00:00 AM,13,""
5/11/1995 12:00:00 AM,13,""
5/12/1995 12:00:00 AM,13,""
5/13/1995 12:00:00 AM,13,""
5/14/1995 12:00:00 AM,13,""
5/15/1995 12:00:00 AM,13,""
5/16/1995 12:00:00 AM,13,""
5/17/1995 12:00:00 AM,13,""
5/18/1995 12:00:00 AM,13,""
5/19/1995 12:00:00 AM,13,""
5/20/1995 12:00:00 AM,13,""
5/21/1995 12:00:00 AM,13,""
5/22/1995 12:00:00 AM,13,""
5/23/1995 12:00:00 AM,13,""
5/24/1995 12:00:00 AM,13,""
5/25/1995 12:00:00 AM,13,""
5/26/1995 12:00:00 AM,13,""
5/27/1995 12:00:00 AM,13,""
5/28/1995 12:00:00 AM,13,""
5/29/1995 12:00:00 AM,13,""
5/30/1995 12:00:00 AM,13,""
5/31/1995 12:00:00 AM,14,""
6/1/1995 12:00:00 AM,15,""
6/2/1995 12:00:00 AM,15,""
6/3/1995 12:00:00 AM,15,""
6/4/1995 12:00:00 AM,15,""
6/5/1995 12:00:00 AM,15,""
6/6/1995 12:00:00 AM,15,""
6/7/1995 12:00:00 AM,15,""
6/8/1995 12:00:00 AM,15,""
6/9/1995 12:00:00 AM,15,""
6/10/1995 12:00:00 AM,15,""
6/11/1995 12:00:00 AM,15,""
6/12/1995 12:00:00 AM,15,""
6/13/1995 12:00:00 AM,15,""
6/14/1995 12:00:00 AM,15,""
6/15/1995 12:00:00 AM,15,""
6/16/1995 12:00:00 AM,15,""
6/17/1995 12:00:00 AM,15,""
6/18/1995 12:00:00 AM,15,""
6/19/1995 12:00:00 AM,15,""
6/20/1995 12:00:00 AM,15,""
6/21/1995 12:00:00 AM,15,""
6/22/1995 12:00:00 AM,15,""
6/23/1995 12:00:00 AM,15,""
6/24/1995 12:00:00 AM,15,""
6/25/1995 12:00:00 AM,15,""
6/26/1995 12:00:00 AM,15,""
6/27/1995 12:00:00 AM,15,""
6/28/1995 12:00:00 AM,15,""
6/29/1995 12:00:00 AM,15,""
6/30/1995 12:00:00 AM,16,""
7/1/1995 12:00:00 AM,17,""
7/2/1995 12:00:00 AM,17,""
7/3/1995 12:00:00 AM,17,""
7/4/1995 12:00:00 AM,17,""
7/5/1995 12:00:00 AM,17,""
7/6/1995 12:00:00 AM,17,""
7/7/1995 12:00:00 AM,17,""
7/8/1995 12:00:00 AM,17,""
7/9/1995 12:00:00 AM,17,""
7/10/1995 12:00:00 AM,17,""
7/11/1995 12:00:00 AM,17,""
7/12/1995 12:00:00 AM,17,""
7/13/1995 12:00:00 AM,17,""
7/14/1995 12:00:00 AM,17,""
7/15/1995 12:00:00 AM,17,""
7/16/1995 12:00:00 AM,17,""
7/17/1995 12:00:00 AM,17,""
7/18/1995 12:00:00 AM,17,""
7/19/1995 12:00:00 AM,17,""
7/20/1995 12:00:00 AM,17,""
7/21/1995 12:00:00 AM,17,""
7/22/1995 12:00:00 AM,17,""
7/23/1995 12:00:00 AM,17,""
7/24/1995 12:00:00 AM,17,""
7/25/1995 12:00:00 AM,17,""
7/26/1995 12:00:00 AM,17,""
7/27/1995 12:00:00 AM,17,""
7/28/1995 12:00:00 AM,17,""
7/29/1995 12:00:00 AM,17,""
7/30/1995 12:00:00 AM,17,""
7/31/1995 12:00:00 AM,18,""
8/1/1995 12:00:00 AM,19,""
8/2/1995 12:00:00 AM,19,""
8/3/1995 12:00:00 AM,19,""
8/4/1995 12:00:00 AM,19,""
8/5/1995 12:00:00 AM,19,""
8/6/1995 12:00:00 AM,19,""
8/7/1995 12:00:00 AM,19,""
8/8/1995 12:00:00 AM,19,""
8/9/1995 12:00:00 AM,19,""
8/10/1995 12:00:00 AM,19,""
8/11/1995 12:00:00 AM,19,""
8/12/1995 12:00:00 AM,19,""
8/13/1995 12:00:00 AM,19,""
8/14/1995 12:00:00 AM,19,""
8/15/1995 12:00:00 AM,19,""
8/16/1995 12:00:00 AM,19,""
8/17/1995 12:00:00 AM,19,""
8/18/1995 12:00:00 AM,19,""
8/19/1995 12:00:00 AM,19,""
8/20/1995 12:00:00 AM,19,""
8/21/1995 12:00:00 AM,19,""
8/22/1995 12:00:00 AM,19,""
8/23/1995 12:00:00 AM,19,""
8/24/1995 12:00:00 AM,19,""
8/25/1995 12:00:00 AM,19,""
8/26/1995 12:00:00 AM,19,""
8/27/1995 12:00:00 AM,19,""
8/28/1995 12:00:00 AM,19,""
8/29/1995 12:00:00 AM,19,""
8/30/1995 12:00:00 AM,19,""
8/31/1995 12:00:00 AM,20,""
9/1/1995 12:00:00 AM,21,""
9/2/1995 12:00:00 AM,21,""
9/3/1995 12:00:00 AM,21,""
9/4/1995 12:00:00 AM,21,""
9/5/1995 12:00:00 AM,21,""
9/6/1995 12:00:00 AM,21,""
9/7/1995 12:00:00 AM,21,""
9/8/1995 12:00:00 AM,21,""
9/9/1995 12:00:00 AM,21,""
9/10/1995 12:00:00 AM,21,""
9/11/1995 12:00:00 AM,21,""
9/12/1995 12:00:00 AM,21,""
9/13/1995 12:00:00 AM,21,""
9/14/1995 12:00:00 AM,21,""
9/15/1995 12:00:00 AM,21,""
9/16/1995 12:00:00 AM,21,""
9/17/1995 12:00:00 AM,21,""
9/18/1995 12:00:00 AM,21,""
9/19/1995 12:00:00 AM,21,""
9/20/1995 12:00:00 AM,21,""
9/21/1995 12:00:00 AM,21,""
9/22/1995 12:00:00 AM,21,""
9/23/1995 12:00:00 AM,21,""
9/24/1995 12:00:00 AM,21,""
9/25/1995 12:00:00 AM,21,""
9/26/1995 12:00:00 AM,21,""
9/27/1995 12:00:00 AM,21,""
9/28/1995 12:00:00 AM,21,""
9/29/1995 12:00:00 AM,21,""
9/30/1995 12:00:00 AM,22,""
10/1/1995 12:00:00 AM,23,""
10/2/1995 12:00:00 AM,23,""
10/3/1995 12:00:00 AM,23,""
10/4/1995 12:00:00 AM,23,""
10/5/1995 12:00:00 AM,23,""
10/6/1995 12:00:00 AM,23,""
10/7/1995 12:00:00 AM,23,""
10/8/1995 12:00:00 AM,23,""
10/9/1995 12:00:00 AM,23,""
10/10/1995 12:00:00 AM,23,""
10/11/1995 12:00:00 AM,23,""
10/12/1995 12:00:00 AM,23,""
10/13/1995 12:00:00 AM,23,""
10/14/1995 12:00:00 AM,23,""
10/15/1995 12:00:00 AM,23,""
10/16/1995 12:00:00 AM,23,""
10/17/1995 12:00:00 AM,23,""
10/18/1995 12:00:00 AM,23,""
10/19/1995 12:00:00 AM,23,""
10/20/1995 12:00:00 AM,23,""
10/21/1995 12:00:00 AM,23,""
10/22/1995 12:00:00 AM,23,""
10/23/1995 12:00:00 AM,23,""
10/24/1995 12:00:00 AM,23,""
10/25/1995 12:00:00 AM,23,""
10/26/1995 12:00:00 AM,23,""
10/27/1995 12:00:00 AM,23,""
10/28/1995 12:00:00 AM,23,""
10/29/1995 12:00:00 AM,23,""
10/30/1995 12:00:00 AM,23,""
10/31/1995 12:00:00 AM,24,""
11/1/1995 12:00:00 AM,25,""
11/2/1995 12:00:00 AM,25,""
11/3/1995 12:00:00 AM,25,""
11/4/1995 12:00:00 AM,25,""
11/5/1995 12:00:00 AM,25,""
11/6/1995 12:00:00 AM,25,""
11/7/1995 12:00:00 AM,25,""
11/8/1995 12:00:00 AM,25,""
11/9/1995 12:00:00 AM,25,""
11/10/1995 12:00:00 AM,25,""
11/11/1995 12:00:00 AM,25,""
11/12/1995 12:00:00 AM,25,""
11/13/1995 12:00:00 AM,25,""
11/14/1995 12:00:00 AM,25,""
11/15/1995 12:00:00 AM,25,""
11/16/1995 12:00:00 AM,25,""
11/17/1995 12:00:00 AM,25,""
11/18/1995 12:00:00 AM,25,""
11/19/1995 12:00:00 AM,25,""
11/20/1995 12:00:00 AM,25,""
11/21/1995 12:00:00 AM,25,""
11/22/1995 12:00:00 AM,25,""
11/23/1995 12:00:00 AM,25,""
11/24/1995 12:00:00 AM,25,""
11/25/1995 12:00:00 AM,25,""
11/26/1995 12:00:00 AM,25,""
11/27/1995 12:00:00 AM,25,""
11/28/1995 12:00:00 AM,25,""
11/29/1995 12:00:00 AM,25,""
11/30/1995 12:00:00 AM,26,""
12/1/1995 12:00:00 AM,27,""
12/2/1995 12:00:00 AM,27,""
12/3/1995 12:00:00 AM,27,""
12/4/1995 12:00:00 AM,27,""
12/5/1995 12:00:00 AM,27,""
12/6/1995 12:00:00 AM,27,""
12/7/1995 12:00:00 AM,27,""
12/8/1995 12:00:00 AM,27,""
12/9/1995 12:00:00 AM,27,""
12/10/1995 12:00:00 AM,27,""
12/11/1995 12:00:00 AM,27,""
12/12/1995 12:00:00 AM,27,""
12/13/1995 12:00:00 AM,27,""
12/14/1995 12:00:00 AM,27,""
12/15/1995 12:00:00 AM,27,""
12/16/1995 12:00:00 AM,27,""
12/17/1995 12:00:00 AM,27,""
12/18/1995 12:00:00 AM,27,""
12/19/1995 12:00:00 AM,27,""
12/20/1995 12:00:00 AM,27,""
12/21/1995 12:00:00 AM,27,""
12/22/1995 12:00:00 AM,27,""
12/23/1995 12:00:00 AM,27,""
12/24/1995 12:00:00 AM,27,""
12/25/1995 12:00:00 AM,27,""
12/26/1995 12:00:00 AM,27,""
12/27/1995 12:00:00 AM,27,""
12/28/1995 12:00:00 AM,27,""
12/29/1995 12:00:00 AM,27,""
12/30/1995 12:00:00 AM,27,""
12/31/1995 12:00:00 AM,28,""
1/1/1996 12:00:00 AM,5,""
1/2/1996 12:00:00 AM,5,""
1/3/1996 12:00:00 AM,5,""
1/4/1996 12:00:00 AM,5,""
1/5/1996 12:00:00 AM,5,""
1/6/1996 12:00:00 AM,5,""
1/7/1996 12:00:00 AM,5,""
1/8/1996 12:00:00 AM,5,""
1/9/1996 12:00:00 AM,5,""
1/10/1996 12:00:00 AM,5,""
1/11/1996 12:00:00 AM,5,""
1/12/1996 12:00:00 AM,5,""
1/13/1996 12:00:00 AM,5,""
1/14/1996 12:00:00 AM,5,""
1/15/1996 12:00:00 AM,5,""
1/16/1996 12:00:00 AM,5,""
1/17/1996 12:00:00 AM,5,""
1/18/1996 12:00:00 AM,5,""
1/19/1996 12:00:00 AM,5,""
1/20/1996 12:00:00 AM,5,""
1/21/1996 12:00:00 AM,5,""
1/22/1996 12:00:00 AM,5,""
1/23/1996 12:00:00 AM,5,""
1/24/1996 12:00:00 AM,5,""
1/25/1996 12:00:00 AM,5,""
1/26/1996 12:00:00 AM,5,""
1/27/1996 12:00:00 AM,5,""
1/28/1996 12:00:00 AM,5,""
1/29/1996 12:00:00 AM,5,""
1/30/1996 12:00:00 AM,5,""
1/31/1996 12:00:00 AM,6,""
2/1/1996 12:00:00 AM,7,""
2/2/1996 12:00:00 AM,7,""
2/3/1996 12:00:00 AM,7,""
2/4/1996 12:00:00 AM,7,""
2/5/1996 12:00:00 AM,7,""
2/6/1996 12:00:00 AM,7,""
2/7/1996 12:00:00 AM,7,""
2/8/1996 12:00:00 AM,7,""
2/9/1996 12:00:00 AM,7,""
2/10/1996 12:00:00 AM,7,""
2/11/1996 12:00:00 AM,7,""
2/12/1996 12:00:00 AM,7,""
2/13/1996 12:00:00 AM,7,""
2/14/1996 12:00:00 AM,7,""
2/15/1996 12:00:00 AM,7,""
2/16/1996 12:00:00 AM,7,""
2/17/1996 12:00:00 AM,7,""
2/18/1996 12:00:00 AM,7,""
2/19/1996 12:00:00 AM,7,""
2/20/1996 12:00:00 AM,7,""
2/21/1996 12:00:00 AM,7,""
2/22/1996 12:00:00 AM,7,""
2/23/1996 12:00:00 AM,7,""
2/24/1996 12:00:00 AM,7,""
2/25/1996 12:00:00 AM,7,""
2/26/1996 12:00:00 AM,7,""
2/27/1996 12:00:00 AM,7,""
2/28/1996 12:00:00 AM,8,""
2/29/1996 12:00:00 AM,9,""
3/1/1996 12:00:00 AM,9,""
3/2/1996 12:00:00 AM,9,""
3/3/1996 12:00:00 AM,9,""
3/4/1996 12:00:00 AM,9,""
3/5/1996 12:00:00 AM,9,""
3/6/1996 12:00:00 AM,9,""
3/7/1996 12:00:00 AM,9,""
3/8/1996 12:00:00 AM,9,""
3/9/1996 12:00:00 AM,9,""
3/10/1996 12:00:00 AM,9,""
3/11/1996 12:00:00 AM,9,""
3/12/1996 12:00:00 AM,9,""
3/13/1996 12:00:00 AM,9,""
3/14/1996 12:00:00 AM,9,""
3/15/1996 12:00:00 AM,9,""
3/16/1996 12:00:00 AM,9,""
3/17/1996 12:00:00 AM,9,""
3/18/1996 12:00:00 AM,9,""
3/19/1996 12:00:00 AM,9,""
3/20/1996 12:00:00 AM,9,""
3/21/1996 12:00:00 AM,9,""
3/22/1996 12:00:00 AM,9,""
3/23/1996 12:00:00 AM,9,""
3/24/1996 12:00:00 AM,9,""
3/25/1996 12:00:00 AM,9,""
3/26/1996 12:00:00 AM,9,""
3/27/1996 12:00:00 AM,9,""
3/28/1996 12:00:00 AM,9,""
3/29/1996 12:00:00 AM,9,""
3/30/1996 12:00:00 AM,9,""
3/31/1996 12:00:00 AM,10,""
4/1/1996 12:00:00 AM,11,""
4/2/1996 12:00:00 AM,11,""
4/3/1996 12:00:00 AM,11,""
4/4/1996 12:00:00 AM,11,""
4/5/1996 12:00:00 AM,11,""
4/6/1996 12:00:00 AM,11,""
4/7/1996 12:00:00 AM,11,""
4/8/1996 12:00:00 AM,11,""
4/9/1996 12:00:00 AM,11,""
4/10/1996 12:00:00 AM,11,""
4/11/1996 12:00:00 AM,11,""
4/12/1996 12:00:00 AM,11,""
4/13/1996 12:00:00 AM,11,""
4/14/1996 12:00:00 AM,11,""
4/15/1996 12:00:00 AM,11,""
4/16/1996 12:00:00 AM,11,""
4/17/1996 12:00:00 AM,11,""
4/18/1996 12:00:00 AM,11,""
4/19/1996 12:00:00 AM,11,""
4/20/1996 12:00:00 AM,11,""
4/21/1996 12:00:00 AM,11,""
4/22/1996 12:00:00 AM,11,""
4/23/1996 12:00:00 AM,11,""
4/24/1996 12:00:00 AM,11,""
4/25/1996 12:00:00 AM,11,""
4/26/1996 12:00:00 AM,11,""
4/27/1996 12:00:00 AM,11,""
4/28/1996 12:00:00 AM,11,""
4/29/1996 12:00:00 AM,11,""
4/30/1996 12:00:00 AM,12,""
5/1/1996 12:00:00 AM,13,""
5/2/1996 12:00:00 AM,13,""
5/3/1996 12:00:00 AM,13,""
5/4/1996 12:00:00 AM,13,""
5/5/1996 12:00:00 AM,13,""
5/6/1996 12:00:00 AM,13,""
5/7/1996 12:00:00 AM,13,""
5/8/1996 12:00:00 AM,13,""
5/9/1996 12:00:00 AM,13,""
5/10/1996 12:00:00 AM,13,""
5/11/1996 12:00:00 AM,13,""
5/12/1996 12:00:00 AM,13,""
5/13/1996 12:00:00 AM,13,""
5/14/1996 12:00:00 AM,13,""
5/15/1996 12:00:00 AM,13,""
5/16/1996 12:00:00 AM,13,""
5/17/1996 12:00:00 AM,13,""
5/18/1996 12:00:00 AM,13,""
5/19/1996 12:00:00 AM,13,""
5/20/1996 12:00:00 AM,13,""
5/21/1996 12:00:00 AM,13,""
5/22/1996 12:00:00 AM,13,""
5/23/1996 12:00:00 AM,13,""
5/24/1996 12:00:00 AM,13,""
5/25/1996 12:00:00 AM,13,""
5/26/1996 12:00:00 AM,13,""
5/27/1996 12:00:00 AM,13,""
5/28/1996 12:00:00 AM,13,""
5/29/1996 12:00:00 AM,13,""
5/30/1996 12:00:00 AM,13,""
5/31/1996 12:00:00 AM,14,""
6/1/1996 12:00:00 AM,15,""
6/2/1996 12:00:00 AM,15,""
6/3/1996 12:00:00 AM,15,""
6/4/1996 12:00:00 AM,15,""
6/5/1996 12:00:00 AM,15,""
6/6/1996 12:00:00 AM,15,""
6/7/1996 12:00:00 AM,15,""
6/8/1996 12:00:00 AM,15,""
6/9/1996 12:00:00 AM,15,""
6/10/1996 12:00:00 AM,15,""
6/11/1996 12:00:00 AM,15,""
6/12/1996 12:00:00 AM,15,""
6/13/1996 12:00:00 AM,15,""
6/14/1996 12:00:00 AM,15,""
6/15/1996 12:00:00 AM,15,""
6/16/1996 12:00:00 AM,15,""
6/17/1996 12:00:00 AM,15,""
6/18/1996 12:00:00 AM,15,""
6/19/1996 12:00:00 AM,15,""
6/20/1996 12:00:00 AM,15,""
6/21/1996 12:00:00 AM,15,""
6/22/1996 12:00:00 AM,15,""
6/23/1996 12:00:00 AM,15,""
6/24/1996 12:00:00 AM,15,""
6/25/1996 12:00:00 AM,15,""
6/26/1996 12:00:00 AM,15,""
6/27/1996 12:00:00 AM,15,""
6/28/1996 12:00:00 AM,15,""
6/29/1996 12:00:00 AM,15,""
6/30/1996 12:00:00 AM,16,""
7/1/1996 12:00:00 AM,17,""
7/2/1996 12:00:00 AM,17,""
7/3/1996 12:00:00 AM,17,""
7/4/1996 12:00:00 AM,17,""
7/5/1996 12:00:00 AM,17,""
7/6/1996 12:00:00 AM,17,""
7/7/1996 12:00:00 AM,17,""
7/8/1996 12:00:00 AM,17,""
7/9/1996 12:00:00 AM,17,""
7/10/1996 12:00:00 AM,17,""
7/11/1996 12:00:00 AM,17,""
7/12/1996 12:00:00 AM,17,""
7/13/1996 12:00:00 AM,17,""
7/14/1996 12:00:00 AM,17,""
7/15/1996 12:00:00 AM,17,""
7/16/1996 12:00:00 AM,17,""
7/17/1996 12:00:00 AM,17,""
7/18/1996 12:00:00 AM,17,""
7/19/1996 12:00:00 AM,17,""
7/20/1996 12:00:00 AM,17,""
7/21/1996 12:00:00 AM,17,""
7/22/1996 12:00:00 AM,17,""
7/23/1996 12:00:00 AM,17,""
7/24/1996 12:00:00 AM,17,""
7/25/1996 12:00:00 AM,17,""
7/26/1996 12:00:00 AM,17,""
7/27/1996 12:00:00 AM,17,""
7/28/1996 12:00:00 AM,17,""
7/29/1996 12:00:00 AM,17,""
7/30/1996 12:00:00 AM,17,""
7/31/1996 12:00:00 AM,18,""
8/1/1996 12:00:00 AM,19,""
8/2/1996 12:00:00 AM,19,""
8/3/1996 12:00:00 AM,19,""
8/4/1996 12:00:00 AM,19,""
8/5/1996 12:00:00 AM,19,""
8/6/1996 12:00:00 AM,19,""
8/7/1996 12:00:00 AM,19,""
8/8/1996 12:00:00 AM,19,""
8/9/1996 12:00:00 AM,19,""
8/10/1996 12:00:00 AM,19,""
